species,smiles,parent,parent 2,isotopologue,source,N,logN,final vectors 70,final vectors iso 70
HDCS,[2H]C=S,C=S,C=S,y,Drozdovskaya et al. (18),1.50E+14,14.17609126,"[-3.5053263, 2.0597427, 3.038822, -2.2418725, 0.254507, -0.41908687, -0.7771882, 1.8973005, 1.6811359, 0.73009247, 2.946825, -0.61625236, 1.7870452, -0.05754435, -1.5681394, -2.4806764, -1.3278217, 1.2461536, 4.5651813, -3.1169484, -1.7248914, 0.5375426, 0.04664217, -2.6139956, 0.8881721, -0.15781501, 0.8987876, 3.4800482, 0.6980134, -3.3544207, 2.486328, -1.1851693, -0.14181834, -0.29698136, -0.41342786, -0.97019863, -0.71614426, -0.43978634, -0.045577765, -0.17512947, 0.5715771, -1.2877667, 0.5297746, -2.3510656, 1.0020688, 0.09796174, 1.7872812, -1.6125576, 0.17878994, 1.9486978, -1.412354, -0.6113095, -1.1836194, 4.142008, 0.07555422, 0.4858072, -3.935112, -0.16747707, -1.5151899, 0.8025881, -1.1668477, -0.0033718348, 4.08528, 4.4237037, 0.4097616, -1.3379811, 1.8768523, 0.85154164, -0.91163564, -1.345878]","[-1.2388573, 0.66435623, 1.340613, -1.5819569, 0.5805816, -1.0966835, -0.53774464, 0.08517107, 0.9387175, 0.8589106, 1.8318535, -0.17986533, 0.35092968, 0.6227964, -0.02561292, -0.68927103, -0.96473765, -0.56639695, 2.7199697, -0.6496668, -0.7210771, 0.24670774, -0.52272636, -0.6355293, 0.77514535, -0.2468585, -0.3175429, 1.9844438, 0.34880185, -1.3857982, 1.4866494, -0.8899219, 0.9846005, -0.05202204, 0.34621048, -0.9990332, -1.1571355, -0.47890425, -0.55673796, -0.17859644, -0.12835921, -1.0527141, 0.72340405, -1.1986793, 0.95094115, -1.0633676, 0.8198043, -0.6763394, -0.705547, 1.1053972, -0.7804949, -0.20322728, -0.56539834, 1.9798846, 0.5036312, 0.5290752, -1.3341379, 1.0449078, 0.22804841, 0.3356797, -1.1373804, 0.0829007, 1.8406422, 2.0770526, 0.651262, -1.3253179, 1.5755215, 0.3360524, -0.69545513, -0.62797856, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0]"
C2H5CHO,CCC=O,Main,Main,n,Lykke et al. (17),2.20E+15,15.34,"[-2.5894015, 1.7271628, -1.7125201, -1.9125202, 5.6784863, 1.4344978, -3.7828796, 1.1101972, 2.465202, 3.2191114, 2.4045544, -0.56801224, 0.36922798, 2.6739702, 3.564641, 1.2029272, -6.0208993, 1.7627208, 2.3757594, -0.5645684, -0.44650957, -0.3730021, 2.7929885, 0.29703313, -5.747459, -2.8680754, -2.522692, 2.686894, 2.4196904, -0.2742496, 0.8762407, -4.0482407, 0.15695444, 0.13427635, -1.5735475, -0.27845547, -2.8743744, 3.5112631, -1.0330555, 0.36310655, 0.17092478, -3.416936, -0.9177394, -2.4005268, 1.5583646, -3.049353, 5.0824914, 1.2754372, -0.13968438, 0.9187135, -2.361687, -1.4128318, 3.1243823, 1.5509356, 2.7451904, 1.1128534, -2.5362015, -2.1522603, -0.6355382, -1.6147715, -0.03756985, 0.7991837, 1.4457121, 5.7510214, -0.7414927, -0.2819889, 0.9106791, 0.6855849, -0.14382759, 1.5288533]","[-2.5894015, 1.7271628, -1.7125201, -1.9125202, 5.6784863, 1.4344978, -3.7828796, 1.1101972, 2.465202, 3.2191114, 2.4045544, -0.56801224, 0.36922798, 2.6739702, 3.564641, 1.2029272, -6.0208993, 1.7627208, 2.3757594, -0.5645684, -0.44650957, -0.3730021, 2.7929885, 0.29703313, -5.747459, -2.8680754, -2.522692, 2.686894, 2.4196904, -0.2742496, 0.8762407, -4.0482407, 0.15695444, 0.13427635, -1.5735475, -0.27845547, -2.8743744, 3.5112631, -1.0330555, 0.36310655, 0.17092478, -3.416936, -0.9177394, -2.4005268, 1.5583646, -3.049353, 5.0824914, 1.2754372, -0.13968438, 0.9187135, -2.361687, -1.4128318, 3.1243823, 1.5509356, 2.7451904, 1.1128534, -2.5362015, -2.1522603, -0.6355382, -1.6147715, -0.03756985, 0.7991837, 1.4457121, 5.7510214, -0.7414927, -0.2819889, 0.9106791, 0.6855849, -0.14382759, 1.5288533, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
C2H3CN,C=CC#N,Main,Main,n,Calcutt et al. (2018b),7.40E+14,14.87,"[-3.1890066, 1.7893735, 1.3352102, -2.650023, 3.55966, 1.0344043, -5.1951013, 0.19540074, 3.6375463, 1.901383, 3.2313857, 0.15260488, 1.7518171, 4.961485, 5.159435, -0.44516465, -4.4607067, 2.3779254, 3.425601, -0.44587457, -2.4111555, -0.9589638, 1.4980981, 1.0359356, -2.0887237, -3.5764165, -2.625144, 4.1599627, 1.5825504, -3.848673, 2.8966365, -1.7001798, -2.4620101, -0.26864785, -2.4118905, 1.0552175, -4.573586, 3.7944381, -2.1912966, -0.18294501, -0.8147853, -2.5393515, 1.226754, -0.6928662, 1.9977994, -1.4636037, 2.9901175, -3.546623, 0.89407617, 2.2160988, -3.1318145, -2.4822578, 2.682289, 2.5117843, 3.664888, 1.7449157, -2.013197, -0.07408063, -1.8368368, -2.113964, 1.4491116, -0.5434648, 4.2361236, 5.4221683, -0.5124116, -0.66846824, -3.1988862, -0.32179877, -3.2340543, -0.14513701]","[-3.1890066, 1.7893735, 1.3352102, -2.650023, 3.55966, 1.0344043, -5.1951013, 0.19540074, 3.6375463, 1.901383, 3.2313857, 0.15260488, 1.7518171, 4.961485, 5.159435, -0.44516465, -4.4607067, 2.3779254, 3.425601, -0.44587457, -2.4111555, -0.9589638, 1.4980981, 1.0359356, -2.0887237, -3.5764165, -2.625144, 4.1599627, 1.5825504, -3.848673, 2.8966365, -1.7001798, -2.4620101, -0.26864785, -2.4118905, 1.0552175, -4.573586, 3.7944381, -2.1912966, -0.18294501, -0.8147853, -2.5393515, 1.226754, -0.6928662, 1.9977994, -1.4636037, 2.9901175, -3.546623, 0.89407617, 2.2160988, -3.1318145, -2.4822578, 2.682289, 2.5117843, 3.664888, 1.7449157, -2.013197, -0.07408063, -1.8368368, -2.113964, 1.4491116, -0.5434648, 4.2361236, 5.4221683, -0.5124116, -0.66846824, -3.1988862, -0.32179877, -3.2340543, -0.14513701, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
OCS,O=C=S,Main,Main,n,Drozdovskaya (18),2.50E+17,17.4,"[0.6375394, 0.06093948, 1.8493009, -1.823439, 4.784813, -0.9700305, -2.4398744, 1.0458803, 4.052808, 0.4944261, 3.267141, -1.7498877, 1.6431713, 1.0250554, 2.3671956, -1.6380303, -0.14845738, -0.95537096, 2.1437144, 0.380724, -0.929386, 1.8057785, 0.0767657, 0.6631137, -1.0622199, -0.35589564, -3.2845066, 3.1444664, 1.4019802, -0.52900857, 2.0071814, -2.3149455, 1.9610368, -0.48781222, -0.5524031, -0.070823975, -2.030549, 1.6609149, -0.71052814, 0.67177653, 0.00503242, -3.485488, -0.875135, -2.4567213, 2.126811, -3.737035, 2.4160323, -2.9781845, -2.441307, 4.918736, 0.6229025, 1.2702608, 1.9526482, 2.0428987, 1.8883069, -0.35780117, -2.4356425, 0.84822935, -1.8760813, -0.2406574, 0.20543325, 0.09032233, 1.5429279, 3.6100762, 0.35548672, -3.771885, -0.8027725, 0.62923384, 0.06883311, -1.3867384]","[0.6375394, 0.06093948, 1.8493009, -1.823439, 4.784813, -0.9700305, -2.4398744, 1.0458803, 4.052808, 0.4944261, 3.267141, -1.7498877, 1.6431713, 1.0250554, 2.3671956, -1.6380303, -0.14845738, -0.95537096, 2.1437144, 0.380724, -0.929386, 1.8057785, 0.0767657, 0.6631137, -1.0622199, -0.35589564, -3.2845066, 3.1444664, 1.4019802, -0.52900857, 2.0071814, -2.3149455, 1.9610368, -0.48781222, -0.5524031, -0.070823975, -2.030549, 1.6609149, -0.71052814, 0.67177653, 0.00503242, -3.485488, -0.875135, -2.4567213, 2.126811, -3.737035, 2.4160323, -2.9781845, -2.441307, 4.918736, 0.6229025, 1.2702608, 1.9526482, 2.0428987, 1.8883069, -0.35780117, -2.4356425, 0.84822935, -1.8760813, -0.2406574, 0.20543325, 0.09032233, 1.5429279, 3.6100762, 0.35548672, -3.771885, -0.8027725, 0.62923384, 0.06883311, -1.3867384, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
O(13C)S,O=[13C]=S,O=C=S,O=C=S,y,Drozdovskaya et al. (18),5.00E+15,15.69897,"[0.6375394, 0.06093948, 1.8493009, -1.823439, 4.784813, -0.9700305, -2.4398744, 1.0458803, 4.052808, 0.4944261, 3.267141, -1.7498877, 1.6431713, 1.0250554, 2.3671956, -1.6380303, -0.14845738, -0.95537096, 2.1437144, 0.380724, -0.929386, 1.8057785, 0.0767657, 0.6631137, -1.0622199, -0.35589564, -3.2845066, 3.1444664, 1.4019802, -0.52900857, 2.0071814, -2.3149455, 1.9610368, -0.48781222, -0.5524031, -0.070823975, -2.030549, 1.6609149, -0.71052814, 0.67177653, 0.00503242, -3.485488, -0.875135, -2.4567213, 2.126811, -3.737035, 2.4160323, -2.9781845, -2.441307, 4.918736, 0.6229025, 1.2702608, 1.9526482, 2.0428987, 1.8883069, -0.35780117, -2.4356425, 0.84822935, -1.8760813, -0.2406574, 0.20543325, 0.09032233, 1.5429279, 3.6100762, 0.35548672, -3.771885, -0.8027725, 0.62923384, 0.06883311, -1.3867384]","[0.6375394, 0.06093948, 1.8493009, -1.823439, 4.784813, -0.9700305, -2.4398744, 1.0458803, 4.052808, 0.4944261, 3.267141, -1.7498877, 1.6431713, 1.0250554, 2.3671956, -1.6380303, -0.14845738, -0.95537096, 2.1437144, 0.380724, -0.929386, 1.8057785, 0.0767657, 0.6631137, -1.0622199, -0.35589564, -3.2845066, 3.1444664, 1.4019802, -0.52900857, 2.0071814, -2.3149455, 1.9610368, -0.48781222, -0.5524031, -0.070823975, -2.030549, 1.6609149, -0.71052814, 0.67177653, 0.00503242, -3.485488, -0.875135, -2.4567213, 2.126811, -3.737035, 2.4160323, -2.9781845, -2.441307, 4.918736, 0.6229025, 1.2702608, 1.9526482, 2.0428987, 1.8883069, -0.35780117, -2.4356425, 0.84822935, -1.8760813, -0.2406574, 0.20543325, 0.09032233, 1.5429279, 3.6100762, 0.35548672, -3.771885, -0.8027725, 0.62923384, 0.06883311, -1.3867384, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 3, 0, 0, 0]"
OC(34S),O=C=[34S],O=C=S,O=C=S,y,Drozdovskaya et al. (18),1.00E+16,16,"[-0.40452144, 0.3992139, 0.87544394, -1.1806878, 2.9444573, 0.38887766, -1.822266, 1.0618365, 2.568349, 0.30906916, 1.390744, -0.57512647, 1.0976727, 0.49805573, 2.4187438, -0.96291447, -0.6644018, 0.42537808, 1.1363708, -0.2295407, -1.0077817, 0.95777106, 0.18218139, 0.6247661, -1.3280538, -0.34557772, -1.6771897, 0.9990923, 1.2901173, -0.62779665, 0.4364708, -1.1335771, 0.46754986, -0.021416396, -0.17658395, 0.1126364, -1.1631843, 1.7201241, -0.44526693, -0.06011507, 0.07507606, -1.6960924, -0.589064, -0.6981564, -0.0826059, -2.1472118, 1.8703578, -1.3849604, -0.9328034, 2.0516133, 0.21791194, 0.7303901, 0.8030441, 0.105101384, 1.540451, -0.5108869, -1.7518579, -0.9854048, -2.2542846, -0.344329, 0.40706983, -0.013810137, 1.6529757, 2.4188232, -0.36883256, -0.95890415, -0.8770597, -0.467344, -0.51682127, -1.4573911]","[0.6375394, 0.06093948, 1.8493009, -1.823439, 4.784813, -0.9700305, -2.4398744, 1.0458803, 4.052808, 0.4944261, 3.267141, -1.7498877, 1.6431713, 1.0250554, 2.3671956, -1.6380303, -0.14845738, -0.95537096, 2.1437144, 0.380724, -0.929386, 1.8057785, 0.0767657, 0.6631137, -1.0622199, -0.35589564, -3.2845066, 3.1444664, 1.4019802, -0.52900857, 2.0071814, -2.3149455, 1.9610368, -0.48781222, -0.5524031, -0.070823975, -2.030549, 1.6609149, -0.71052814, 0.67177653, 0.00503242, -3.485488, -0.875135, -2.4567213, 2.126811, -3.737035, 2.4160323, -2.9781845, -2.441307, 4.918736, 0.6229025, 1.2702608, 1.9526482, 2.0428987, 1.8883069, -0.35780117, -2.4356425, 0.84822935, -1.8760813, -0.2406574, 0.20543325, 0.09032233, 1.5429279, 3.6100762, 0.35548672, -3.771885, -0.8027725, 0.62923384, 0.06883311, -1.3867384, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
OC(33S),O=C=[33S],O=C=S,O=C=S,y,Drozdovskaya et al. (18),3.00E+15,15.47712125,"[0.6375394, 0.06093948, 1.8493009, -1.823439, 4.784813, -0.9700305, -2.4398744, 1.0458803, 4.052808, 0.4944261, 3.267141, -1.7498877, 1.6431713, 1.0250554, 2.3671956, -1.6380303, -0.14845738, -0.95537096, 2.1437144, 0.380724, -0.929386, 1.8057785, 0.0767657, 0.6631137, -1.0622199, -0.35589564, -3.2845066, 3.1444664, 1.4019802, -0.52900857, 2.0071814, -2.3149455, 1.9610368, -0.48781222, -0.5524031, -0.070823975, -2.030549, 1.6609149, -0.71052814, 0.67177653, 0.00503242, -3.485488, -0.875135, -2.4567213, 2.126811, -3.737035, 2.4160323, -2.9781845, -2.441307, 4.918736, 0.6229025, 1.2702608, 1.9526482, 2.0428987, 1.8883069, -0.35780117, -2.4356425, 0.84822935, -1.8760813, -0.2406574, 0.20543325, 0.09032233, 1.5429279, 3.6100762, 0.35548672, -3.771885, -0.8027725, 0.62923384, 0.06883311, -1.3867384]","[0.6375394, 0.06093948, 1.8493009, -1.823439, 4.784813, -0.9700305, -2.4398744, 1.0458803, 4.052808, 0.4944261, 3.267141, -1.7498877, 1.6431713, 1.0250554, 2.3671956, -1.6380303, -0.14845738, -0.95537096, 2.1437144, 0.380724, -0.929386, 1.8057785, 0.0767657, 0.6631137, -1.0622199, -0.35589564, -3.2845066, 3.1444664, 1.4019802, -0.52900857, 2.0071814, -2.3149455, 1.9610368, -0.48781222, -0.5524031, -0.070823975, -2.030549, 1.6609149, -0.71052814, 0.67177653, 0.00503242, -3.485488, -0.875135, -2.4567213, 2.126811, -3.737035, 2.4160323, -2.9781845, -2.441307, 4.918736, 0.6229025, 1.2702608, 1.9526482, 2.0428987, 1.8883069, -0.35780117, -2.4356425, 0.84822935, -1.8760813, -0.2406574, 0.20543325, 0.09032233, 1.5429279, 3.6100762, 0.35548672, -3.771885, -0.8027725, 0.62923384, 0.06883311, -1.3867384, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
(18O)CS,[18O]=C=S,O=C=S,O=C=S,y,Drozdovskaya et al. (18),5.00E+14,14.69897,"[-1.1759727, 0.635686, 2.007282, -1.7325672, 2.3701491, -1.8942946, -2.4379768, 0.9531128, 3.488871, -0.7577203, 2.2148306, -0.92971057, 1.0419538, -0.2010295, -0.28210688, -1.3465781, 0.827744, -0.85636395, 2.3989038, -1.0229161, -0.018126786, 1.2344034, -0.5450703, -1.0075396, 0.58274233, -1.4613296, -1.6457298, 1.7539825, 1.6427126, -0.25509602, 2.2964728, -1.0649338, 1.1327546, -0.79090756, -1.0987833, -0.54367405, -1.4042692, 0.6659369, -0.91856694, 0.6462436, -0.033162594, -2.1138983, 0.17353016, -1.688745, 1.105443, -2.5657625, 0.37132192, -1.239239, -3.0510764, 4.1264515, -0.5449512, 1.4206035, 0.78765166, 1.4672294, 1.1050799, 0.386645, -1.4435787, -0.13716733, -2.2192602, 0.8121399, 0.73408407, -0.5358826, 2.0061457, 3.21565, -0.7221494, -2.9104137, -0.014225371, 0.86027706, -0.021753669, -1.6500481]","[0.6375394, 0.06093948, 1.8493009, -1.823439, 4.784813, -0.9700305, -2.4398744, 1.0458803, 4.052808, 0.4944261, 3.267141, -1.7498877, 1.6431713, 1.0250554, 2.3671956, -1.6380303, -0.14845738, -0.95537096, 2.1437144, 0.380724, -0.929386, 1.8057785, 0.0767657, 0.6631137, -1.0622199, -0.35589564, -3.2845066, 3.1444664, 1.4019802, -0.52900857, 2.0071814, -2.3149455, 1.9610368, -0.48781222, -0.5524031, -0.070823975, -2.030549, 1.6609149, -0.71052814, 0.67177653, 0.00503242, -3.485488, -0.875135, -2.4567213, 2.126811, -3.737035, 2.4160323, -2.9781845, -2.441307, 4.918736, 0.6229025, 1.2702608, 1.9526482, 2.0428987, 1.8883069, -0.35780117, -2.4356425, 0.84822935, -1.8760813, -0.2406574, 0.20543325, 0.09032233, 1.5429279, 3.6100762, 0.35548672, -3.771885, -0.8027725, 0.62923384, 0.06883311, -1.3867384, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
HNCO,N=C=O,Main,Main,n,Ligertink et al. (2017),3.70E+16,16.57,"[1.1731429, 1.759617, 1.6519883, -2.2019446, 5.31933, 0.13222733, -3.6397645, 0.7863431, 3.8706164, 1.3431144, 3.3702781, -2.2723212, 2.13905, 0.18667173, 5.2243533, -2.482027, 0.5118701, -0.8195801, 1.2618035, -1.4777672, -1.2640878, 1.9030118, 2.2569203, 0.74515444, -2.3345497, -1.620529, -1.9321651, 2.2188728, 2.3697293, -1.1404347, 0.9393227, -2.306081, 1.8336453, -0.12585993, 0.22465266, -0.7150615, 0.3811956, 2.8263402, -1.0450286, 0.678941, 0.36114144, -3.9098833, -1.2646466, -1.1215919, 2.01369, -2.466803, 2.8776429, -2.1838796, -0.36202866, 3.260137, 0.8607464, -0.3000872, 1.8502742, 2.1648386, 2.29276, -1.6607336, -3.6752806, -0.81362706, -3.2301774, -0.16641682, 0.27192628, -0.26870936, 1.0029578, 2.5426304, -0.76277995, -2.598854, -1.2505009, -0.93003744, -1.0955672, -2.4642215]","[1.1731429, 1.759617, 1.6519883, -2.2019446, 5.31933, 0.13222733, -3.6397645, 0.7863431, 3.8706164, 1.3431144, 3.3702781, -2.2723212, 2.13905, 0.18667173, 5.2243533, -2.482027, 0.5118701, -0.8195801, 1.2618035, -1.4777672, -1.2640878, 1.9030118, 2.2569203, 0.74515444, -2.3345497, -1.620529, -1.9321651, 2.2188728, 2.3697293, -1.1404347, 0.9393227, -2.306081, 1.8336453, -0.12585993, 0.22465266, -0.7150615, 0.3811956, 2.8263402, -1.0450286, 0.678941, 0.36114144, -3.9098833, -1.2646466, -1.1215919, 2.01369, -2.466803, 2.8776429, -2.1838796, -0.36202866, 3.260137, 0.8607464, -0.3000872, 1.8502742, 2.1648386, 2.29276, -1.6607336, -3.6752806, -0.81362706, -3.2301774, -0.16641682, 0.27192628, -0.26870936, 1.0029578, 2.5426304, -0.76277995, -2.598854, -1.2505009, -0.93003744, -1.0955672, -2.4642215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
DNCO,[2H]N=C=O,N=C=O,N=C=O,y,Coutens et al. (16),3.00E+14,14.47712125,"[-0.83556134, 3.0618293, 3.200736, -2.507076, 4.633478, -0.16983643, -3.7995846, 2.4811835, 3.8855648, 0.95975435, 3.6978867, -2.5125847, 3.3323183, -1.6340077, 3.8208327, -4.384427, 0.32439876, -0.03144125, 2.6326792, -3.344984, -0.39836532, 1.5256951, 4.0281606, -1.1376365, -2.6293135, -2.0347073, -1.0866114, 3.0955184, 2.6952744, -1.60134, 0.6643604, -1.6079515, 0.88719594, -0.4424729, -0.32989377, -0.6035163, 0.40455717, 2.2723823, -0.28707832, 0.28617832, 0.3205335, -3.8003514, -1.6083488, -2.1822066, 1.8975371, -2.3163495, 2.3351429, -1.9351938, -0.40614542, 3.3241532, 0.031769753, -1.1607533, 1.0849823, 3.04303, 1.4639659, -2.4621797, -6.2338667, -2.7586546, -4.3757324, 0.85541093, -0.3278191, -0.8767123, 2.9305797, 4.700409, -0.5459174, -2.7480023, -1.4952147, 0.24596632, -1.0459232, -2.5286293]","[1.1731429, 1.759617, 1.6519883, -2.2019446, 5.31933, 0.13222733, -3.6397645, 0.7863431, 3.8706164, 1.3431144, 3.3702781, -2.2723212, 2.13905, 0.18667173, 5.2243533, -2.482027, 0.5118701, -0.8195801, 1.2618035, -1.4777672, -1.2640878, 1.9030118, 2.2569203, 0.74515444, -2.3345497, -1.620529, -1.9321651, 2.2188728, 2.3697293, -1.1404347, 0.9393227, -2.306081, 1.8336453, -0.12585993, 0.22465266, -0.7150615, 0.3811956, 2.8263402, -1.0450286, 0.678941, 0.36114144, -3.9098833, -1.2646466, -1.1215919, 2.01369, -2.466803, 2.8776429, -2.1838796, -0.36202866, 3.260137, 0.8607464, -0.3000872, 1.8502742, 2.1648386, 2.29276, -1.6607336, -3.6752806, -0.81362706, -3.2301774, -0.16641682, 0.27192628, -0.26870936, 1.0029578, 2.5426304, -0.76277995, -2.598854, -1.2505009, -0.93003744, -1.0955672, -2.4642215, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0]"
HN(13C)O,N=[13C]=O,N=C=O,N=C=O,y,Coutens et al. (16),4.00E+14,14.60205999,"[1.1731429, 1.759617, 1.6519883, -2.2019446, 5.31933, 0.13222733, -3.6397645, 0.7863431, 3.8706164, 1.3431144, 3.3702781, -2.2723212, 2.13905, 0.18667173, 5.2243533, -2.482027, 0.5118701, -0.8195801, 1.2618035, -1.4777672, -1.2640878, 1.9030118, 2.2569203, 0.74515444, -2.3345497, -1.620529, -1.9321651, 2.2188728, 2.3697293, -1.1404347, 0.9393227, -2.306081, 1.8336453, -0.12585993, 0.22465266, -0.7150615, 0.3811956, 2.8263402, -1.0450286, 0.678941, 0.36114144, -3.9098833, -1.2646466, -1.1215919, 2.01369, -2.466803, 2.8776429, -2.1838796, -0.36202866, 3.260137, 0.8607464, -0.3000872, 1.8502742, 2.1648386, 2.29276, -1.6607336, -3.6752806, -0.81362706, -3.2301774, -0.16641682, 0.27192628, -0.26870936, 1.0029578, 2.5426304, -0.76277995, -2.598854, -1.2505009, -0.93003744, -1.0955672, -2.4642215]","[1.1731429, 1.759617, 1.6519883, -2.2019446, 5.31933, 0.13222733, -3.6397645, 0.7863431, 3.8706164, 1.3431144, 3.3702781, -2.2723212, 2.13905, 0.18667173, 5.2243533, -2.482027, 0.5118701, -0.8195801, 1.2618035, -1.4777672, -1.2640878, 1.9030118, 2.2569203, 0.74515444, -2.3345497, -1.620529, -1.9321651, 2.2188728, 2.3697293, -1.1404347, 0.9393227, -2.306081, 1.8336453, -0.12585993, 0.22465266, -0.7150615, 0.3811956, 2.8263402, -1.0450286, 0.678941, 0.36114144, -3.9098833, -1.2646466, -1.1215919, 2.01369, -2.466803, 2.8776429, -2.1838796, -0.36202866, 3.260137, 0.8607464, -0.3000872, 1.8502742, 2.1648386, 2.29276, -1.6607336, -3.6752806, -0.81362706, -3.2301774, -0.16641682, 0.27192628, -0.26870936, 1.0029578, 2.5426304, -0.76277995, -2.598854, -1.2505009, -0.93003744, -1.0955672, -2.4642215, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 3, 0, 0, 0]"
C2H3CHO,C=CC=O,Main,Main,n,Manigand et al. (20),3.40E+14,14.53,"[-5.7632194, 0.28119725, 0.1306507, -2.9283888, 4.2700896, 2.314621, -4.933164, 0.79149675, 2.9075074, 1.5027239, 2.296246, -0.08210662, 0.36257985, 3.5960903, 4.161866, 0.056543216, -5.727114, 2.8364432, 2.4005535, -1.5198575, -1.3566769, -1.1951568, 1.8579824, -0.49839595, -3.4187546, -1.6333048, -1.947998, 3.9720416, -0.14949232, -3.0413072, 0.4581341, -2.419722, -0.42774084, 0.4378121, -2.0105639, -0.6991775, -3.508596, 1.7574104, -1.181258, -0.53948855, 0.86105865, -4.7761316, 0.30018538, -3.8641372, 2.027767, -2.8366067, 5.9884295, 0.7313808, -0.076767124, 0.42531973, -3.1390612, -2.0128293, 1.8314011, 3.446712, 3.9612336, 2.7403605, -3.2150092, -1.8632059, 0.11693022, -1.5295448, 0.87555623, -0.06638971, 1.8692188, 3.5017447, -1.9474663, -0.0065775514, 0.77371967, 0.039572507, -2.2376766, -1.0845872]","[-5.7632194, 0.28119725, 0.1306507, -2.9283888, 4.2700896, 2.314621, -4.933164, 0.79149675, 2.9075074, 1.5027239, 2.296246, -0.08210662, 0.36257985, 3.5960903, 4.161866, 0.056543216, -5.727114, 2.8364432, 2.4005535, -1.5198575, -1.3566769, -1.1951568, 1.8579824, -0.49839595, -3.4187546, -1.6333048, -1.947998, 3.9720416, -0.14949232, -3.0413072, 0.4581341, -2.419722, -0.42774084, 0.4378121, -2.0105639, -0.6991775, -3.508596, 1.7574104, -1.181258, -0.53948855, 0.86105865, -4.7761316, 0.30018538, -3.8641372, 2.027767, -2.8366067, 5.9884295, 0.7313808, -0.076767124, 0.42531973, -3.1390612, -2.0128293, 1.8314011, 3.446712, 3.9612336, 2.7403605, -3.2150092, -1.8632059, 0.11693022, -1.5295448, 0.87555623, -0.06638971, 1.8692188, 3.5017447, -1.9474663, -0.0065775514, 0.77371967, 0.039572507, -2.2376766, -1.0845872, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
CH3Cl,CCl,Main,Main,n,Fayolle et al. (17),4.60E+14,14.66,"[-0.06952669, -0.40283212, -0.5937706, 0.06765951, 2.1117969, -0.052458197, -1.0273349, 0.60010606, 0.6051678, 1.4449964, 1.2723858, -0.2139343, 0.8982214, -0.2280086, 0.25702494, 0.46723977, -1.4437932, 0.120549574, 1.4990516, 0.2303147, -0.5446901, 0.2774716, 0.102887236, -0.25759667, -0.011269018, -0.34404695, -0.79859906, 0.6049307, 0.48483077, -0.06616682, 0.8153974, -0.9038346, -0.18430202, -1.4661449, -0.9236541, -1.4160267, -0.41347498, 1.4987832, -0.6167798, -0.39553446, -0.6797439, -1.2525396, -0.056115407, 0.5294469, 0.32607335, 0.017061174, 1.5558859, -0.9688152, 0.7526123, 0.29685652, -0.07283722, -0.8050274, 0.07241467, 0.60324425, 0.7625944, 0.20685348, -1.4366404, 0.97356176, -0.039727632, -0.79369783, -0.7885046, 1.0631263, 0.44697827, 1.2695554, -0.14895394, 0.14141047, 0.5820449, 0.46400392, 0.055425018, -0.6839698]","[-0.06952669, -0.40283212, -0.5937706, 0.06765951, 2.1117969, -0.052458197, -1.0273349, 0.60010606, 0.6051678, 1.4449964, 1.2723858, -0.2139343, 0.8982214, -0.2280086, 0.25702494, 0.46723977, -1.4437932, 0.120549574, 1.4990516, 0.2303147, -0.5446901, 0.2774716, 0.102887236, -0.25759667, -0.011269018, -0.34404695, -0.79859906, 0.6049307, 0.48483077, -0.06616682, 0.8153974, -0.9038346, -0.18430202, -1.4661449, -0.9236541, -1.4160267, -0.41347498, 1.4987832, -0.6167798, -0.39553446, -0.6797439, -1.2525396, -0.056115407, 0.5294469, 0.32607335, 0.017061174, 1.5558859, -0.9688152, 0.7526123, 0.29685652, -0.07283722, -0.8050274, 0.07241467, 0.60324425, 0.7625944, 0.20685348, -1.4366404, 0.97356176, -0.039727632, -0.79369783, -0.7885046, 1.0631263, 0.44697827, 1.2695554, -0.14895394, 0.14141047, 0.5820449, 0.46400392, 0.055425018, -0.6839698, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]"
